Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 07 Sep 2018, 41977, 180907/0000, 22.35, 91.81, 34.0, 0.05, -2.09, -2.56, 270.39, 38.00, 20.40, 21.90, 42.30, 533.52, 658.50, -6.90, -5.32, 212.54, 212.39, 885.93, 898.76, 52.57, 64.89, 295.87, 956.22, 299.70, 18.59, 5800.00, 65.38
 00Z 08 Sep 2018, 41977, 180908/0000, 22.35, 91.81, 34.0, 0.96, -1.95, -2.49, 207.38, 34.40, 19.10, 22.90, 42.00, 317.65, 431.59, -42.53, -19.33, 261.12, 260.55, 728.01, 824.75, 310.64, 422.06, 295.32, 947.33, 299.95, 18.15, 5804.00, 60.07
 00Z 09 Sep 2018, 41977, 180909/0000, 22.35, 91.81, 34.0, 3.06, -2.01, -2.45, 183.78, 31.60, 16.70, 22.70, 39.40, 564.72, 705.12, -28.25, -6.08, 189.79, 188.20, 780.16, 886.80, 235.98, 294.64, 295.70, 945.88, 300.46, 18.63, 5814.00, 59.53
 00Z 10 Sep 2018, 41977, 180910/0000, 22.35, 91.81, 34.0, 2.31, -0.70, -0.87, 194.81, 32.00, 18.10, 21.90, 40.00, 105.67, 139.07, -87.13, -34.98, 327.26, 340.62, 639.11, 692.08, 188.21, 247.70, 293.91, 927.41, 300.33, 17.07, 5797.00, 60.30
 00Z 11 Sep 2018, 41977, 180911/0000, 22.35, 91.81, 34.0, 2.04, -0.51, -0.86, 211.00, 33.00, 18.30, 21.70, 40.00, 76.12, 174.61, -53.78, -33.63, 404.43, 333.41, 752.09, 827.58, 11.73, 26.90, 294.69, 944.63, 299.54, 17.50, 5796.00, 59.01
 00Z 12 Sep 2018, 41977, 180912/0000, 22.35, 91.81, 34.0, -1.65, -2.25, -2.53, 252.02, 39.40, 22.00, 22.90, 44.90, 338.43, 390.85, -25.22, -19.19, 806.77, 827.60, 22.97, 26.53, 295.45, 955.75, 299.32, 18.13, 5791.00, 68.93
 00Z 13 Sep 2018, 41977, 180913/0000, 22.35, 91.81, 34.0, -2.16, -2.50, -2.95, 228.60, 38.40, 22.50, 23.10, 45.60, 368.19, 465.69, -42.14, -37.61, 245.36, 243.02, 812.42, 829.97, 36.83, 46.58, 295.16, 947.15, 299.81, 17.96, 5799.00, 64.50
 00Z 14 Sep 2018, 41977, 180914/0000, 22.35, 91.81, 34.0, 0.68, -2.17, -3.09, 200.18, 33.50, 19.30, 22.90, 42.20, 541.46, 728.72, -41.61, -24.17, 184.46, 182.28, 770.11, 845.10, 454.55, 611.76, 295.36, 941.15, 300.56, 18.32, 5808.00, 55.49
 00Z 15 Sep 2018, 41977, 180915/0000, 22.35, 91.81, 34.0, 1.35, -3.79, -4.70, 185.99, 35.40, 17.70, 24.70, 42.40, 1727.30, 1920.13, -58.79, -28.68, 139.86, 138.60, 785.35, 833.73, 1273.11, 1415.23, 296.80, 951.98, 301.02, 19.80, 5813.00, 59.76
 00Z 16 Sep 2018, 41977, 180916/0000, 22.35, 91.81, 34.0, -0.87, -2.58, -3.10, 199.78, 36.40, 20.30, 25.30, 45.60, 326.48, 434.25, -169.72, -133.55, 229.43, 229.20, 677.07, 709.15, 130.23, 173.22, 294.83, 940.25, 300.08, 17.72, 5817.00, 58.20
 00Z 17 Sep 2018, 41977, 180917/0000, 22.35, 91.81, 34.0, 0.64, -7.02, -8.24, 180.18, 33.70, 18.10, 26.10, 44.20, 3419.66, 3770.02, -18.90, -5.64, 110.32, 108.84, 842.00, 904.84, 2034.78, 2243.25, 298.56, 956.76, 302.37, 21.97, 5819.00, 55.78
 00Z 19 Sep 2018, 41977, 180919/0000, 22.35, 91.81, 34.0, -0.92, -2.57, -3.39, 241.21, 35.60, 19.80, 24.50, 44.30, 1116.33, 1294.75, -115.44, -91.52, 141.88, 140.65, 754.93, 784.74, 420.56, 487.77, 296.32, 942.55, 301.39, 19.40, 5828.00, 60.48
 00Z 21 Sep 2018, 41977, 180921/0000, 22.35, 91.81, 34.0, 0.75, 0.29, -0.19, 271.20, 33.80, 19.40, 23.10, 42.50, 0.00, 6.32, 0.00, -192.22, 473.65, 521.34, 0.00, 0.38, 292.15, 908.53, 300.29, 15.51, 5793.00, 52.71
 00Z 23 Sep 2018, 41977, 180923/0000, 22.35, 91.81, 34.0, -1.57, -3.81, -4.55, 227.40, 35.20, 22.00, 22.50, 44.50, 1646.78, 1847.14, -1.96, -0.81, 149.79, 149.73, 934.28, 941.98, 962.96, 1080.12, 296.53, 954.79, 300.50, 19.43, 5798.00, 61.46
 00Z 25 Sep 2018, 41977, 180925/0000, 22.35, 91.81, 34.0, 0.46, -1.66, -1.93, 188.40, 37.70, 19.70, 23.30, 43.00, 320.78, 384.61, -61.62, -45.34, 219.68, 219.77, 757.66, 781.70, 324.27, 388.80, 294.32, 935.65, 299.99, 17.27, 5796.00, 64.61
 00Z 27 Sep 2018, 41977, 180927/0000, 22.35, 91.81, 34.0, -0.29, -3.18, -3.84, 205.98, 33.60, 20.20, 23.10, 43.30, 1712.66, 1901.56, -27.81, -14.79, 146.26, 145.79, 842.57, 875.22, 1782.46, 1979.05, 295.93, 938.80, 301.33, 19.04, 5814.00, 59.03
 00Z 29 Sep 2018, 41977, 180929/0000, 22.35, 91.81, 34.0, 0.25, -6.37, -7.04, 173.99, 37.50, 18.70, 26.70, 45.40, 2533.58, 2727.51, -43.40, -17.04, 140.49, 139.58, 813.61, 870.21, 1545.17, 1663.44, 296.93, 944.98, 301.79, 20.12, 5815.00, 62.55
